Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,250.0,250.1750030517578,244.0,247.60000610351562,230.3054962158203,1531264
2012-01-03,249.5,250.5,247.64999389648438,249.72500610351562,232.28204345703125,1183732
2012-01-04,250.0500030517578,253.375,246.75,250.625,233.119140625,2152400
2012-01-05,251.47500610351562,255.5,248.6999969482422,249.9250030517578,232.46807861328125,3608544
2012-01-06,249.4250030517578,252.5,247.75,249.97500610351562,232.5146026611328,3077962
2012-01-09,253.1999969482422,254.22500610351562,249.5749969482422,252.75,235.09576416015625,1932776
2012-01-10,253.5500030517578,260.0,253.47500610351562,258.17498779296875,240.14181518554688,1689898
2012-01-11,259.625,262.20001220703125,255.125,260.32501220703125,242.1416473388672,971010
2012-01-12,258.67498779296875,262.875,257.82501220703125,260.0249938964844,241.86260986328125,746484
2012-01-13,260.07501220703125,261.45001220703125,254.5,256.79998779296875,238.8628387451172,973202
2012-01-16,257.0,257.0,250.0,252.75,235.09576416015625,713028
2012-01-17,253.0,259.5249938964844,252.25,258.0,239.9790496826172,1845766
2012-01-18,259.95001220703125,260.3999938964844,255.39999389648438,258.7250061035156,240.65342712402344,1309850
2012-01-19,260.17498779296875,266.0,257.625,263.57501220703125,245.16465759277344,1503506
2012-01-20,265.6000061035156,267.8999938964844,260.5,264.07501220703125,245.62969970703125,1788144
2012-01-23,265.0,267.45001220703125,260.1499938964844,261.4750061035156,243.2113494873047,703754
2012-01-24,262.3999938964844,263.7250061035156,255.60000610351562,258.1000061035156,240.07208251953125,924010
2012-01-25,259.8999938964844,260.6000061035156,257.1499938964844,258.6499938964844,240.5836181640625,1184990
2012-01-27,264.95001220703125,266.625,260.625,264.3999938964844,245.9320068359375,2306362
2012-01-30,262.25,271.875,262.25,266.79998779296875,248.1643829345703,3061562
2012-01-31,269.3999938964844,276.0,267.54998779296875,274.25,255.09397888183594,2012762
2012-02-01,276.9750061035156,278.3500061035156,271.75,274.79998779296875,255.60552978515625,1420266
2012-02-02,275.57501220703125,277.2250061035156,267.57501220703125,271.95001220703125,252.9546356201172,2939066
2012-02-03,270.0,279.0,270.0,278.1499938964844,258.7215881347656,2111304
2012-02-06,280.5,282.5,269.82501220703125,273.57501220703125,254.4661102294922,1795680
2012-02-07,277.8500061035156,277.8500061035156,266.375,272.1000061035156,253.0941619873047,2515820
2012-02-08,272.625,277.45001220703125,268.54998779296875,275.3500061035156,256.1172180175781,1997008
2012-02-09,275.70001220703125,278.1000061035156,269.92498779296875,271.375,252.41986083984375,2199964
2012-02-10,272.0,272.57501220703125,269.0,270.7250061035156,251.81520080566406,1910334
2012-02-13,273.5,279.82501220703125,273.5,276.57501220703125,257.25665283203125,4020990
2012-02-14,277.375,278.95001220703125,275.125,277.29998779296875,257.93096923828125,1712396
2012-02-15,278.625,282.4750061035156,276.625,278.3500061035156,258.9075927734375,992194
2012-02-16,269.75,273.8999938964844,267.5,270.54998779296875,251.6524200439453,2472766
2012-02-17,272.5,273.9750061035156,268.6499938964844,271.04998779296875,252.11752319335938,2667234
2012-02-21,272.45001220703125,274.8999938964844,269.70001220703125,271.5,252.5360870361328,3116204
2012-02-22,274.0,276.7749938964844,272.04998779296875,274.42498779296875,255.2567596435547,1494106
2012-02-23,276.45001220703125,278.57501220703125,268.32501220703125,272.8999938964844,253.83831787109375,1913602
2012-02-24,274.8999938964844,275.95001220703125,269.07501220703125,273.8999938964844,254.76846313476562,1189874
2012-02-27,275.0,277.3999938964844,272.375,274.375,255.2102508544922,1380884
2012-02-28,272.5,276.42498779296875,271.57501220703125,273.17498779296875,254.0940399169922,870150
2012-02-29,273.04998779296875,282.8999938964844,273.04998779296875,275.20001220703125,255.9776153564453,1596572
2012-03-01,276.9750061035156,282.0,274.3500061035156,275.17498779296875,255.954345703125,1340134
2012-03-02,277.45001220703125,285.75,275.04998779296875,283.29998779296875,263.51190185546875,2413962
2012-03-05,282.82501220703125,286.2250061035156,278.0,279.1000061035156,259.6052551269531,982140
2012-03-06,279.1000061035156,284.0,277.2250061035156,279.54998779296875,260.0238037109375,1154218
2012-03-07,280.0,281.5,277.4750061035156,279.5,259.9773254394531,681656
2012-03-09,283.75,288.0,281.1000061035156,285.07501220703125,265.1628723144531,1668396
2012-03-12,288.875,289.75,285.5,288.0249938964844,267.90679931640625,982388
2012-03-13,287.0,295.0,287.0,291.8999938964844,271.51116943359375,1682880
2012-03-14,294.70001220703125,297.0,290.04998779296875,292.125,271.720458984375,1414670
2012-03-15,294.17498779296875,295.45001220703125,291.54998779296875,293.2250061035156,272.7436218261719,1452078
2012-03-16,291.25,296.54998779296875,267.95001220703125,272.875,253.8150634765625,7968974
2012-03-19,271.5,278.5249938964844,271.2749938964844,277.7250061035156,258.3262939453125,4185774
2012-03-20,280.95001220703125,287.42498779296875,279.0,285.45001220703125,265.5116882324219,2498238
2012-03-21,285.0,287.875,282.07501220703125,283.82501220703125,264.0001220703125,1984122
2012-03-22,286.95001220703125,288.32501220703125,280.25,282.75,263.000244140625,2537198
2012-03-23,286.625,292.45001220703125,279.6000061035156,290.20001220703125,269.9300231933594,1937016
2012-03-26,292.0,292.0,286.04998779296875,288.95001220703125,268.76727294921875,2546518
2012-03-27,287.5,291.0,284.6000061035156,288.0249938964844,267.90679931640625,1736656
2012-03-28,289.8500061035156,293.0,280.125,284.0249938964844,264.1862487792969,928234
2012-03-29,280.0249938964844,289.95001220703125,279.125,285.92498779296875,265.9535217285156,2185082
2012-03-30,288.20001220703125,292.3999938964844,281.6499938964844,284.9750061035156,265.06988525390625,2297008
2012-04-02,282.54998779296875,288.57501220703125,280.6000061035156,286.70001220703125,266.6744384765625,1217922
2012-04-03,288.1499938964844,288.5249938964844,283.57501220703125,284.5249938964844,264.6512756347656,851142
2012-04-04,284.9750061035156,284.9750061035156,280.1000061035156,282.04998779296875,262.34918212890625,627652
2012-04-09,280.0,282.4750061035156,277.25,279.57501220703125,260.04718017578125,561580
2012-04-10,282.0,285.0,279.1499938964844,283.3999938964844,263.6048583984375,752576
2012-04-11,278.7749938964844,290.0,278.7749938964844,288.29998779296875,268.1626892089844,977768
2012-04-12,287.75,289.75,282.17498779296875,286.3999938964844,266.3953857421875,1442474
2012-04-13,286.0,296.0,286.0,292.70001220703125,272.25531005859375,2142600
2012-04-16,294.42498779296875,294.4750061035156,288.0,288.92498779296875,268.7439880371094,631486
2012-04-17,290.75,295.8500061035156,286.875,292.3500061035156,271.9297180175781,1060348
2012-04-18,294.0249938964844,300.75,294.0,298.32501220703125,277.48736572265625,1001600
2012-04-19,302.5249938964844,303.5,297.2250061035156,298.70001220703125,277.8362121582031,866778
2012-04-20,299.79998779296875,302.5,292.5,294.3999938964844,273.8365478515625,1518400
2012-04-23,296.17498779296875,299.6499938964844,292.54998779296875,297.82501220703125,277.0223388671875,574316
2012-04-24,297.5,302.4750061035156,295.75,297.7250061035156,276.9292907714844,1996560
2012-04-25,297.1000061035156,300.5,293.2749938964844,296.6499938964844,275.92938232421875,1301712
2012-04-26,298.3999938964844,299.8500061035156,293.67498779296875,298.70001220703125,277.8362121582031,1258260
2012-04-27,297.54998779296875,301.0,293.5,299.375,278.46405029296875,1082160
2012-04-30,297.79998779296875,304.3999938964844,294.5,301.54998779296875,280.4870300292969,1370226
2012-05-02,301.125,304.4750061035156,297.125,298.32501220703125,277.48736572265625,1410952
2012-05-03,297.5,302.0,295.75,299.7749938964844,278.83612060546875,625090
2012-05-04,298.25,303.79998779296875,298.25,300.6499938964844,279.6499938964844,1697456
2012-05-07,298.25,302.4750061035156,297.57501220703125,300.125,279.1616516113281,841490
2012-05-08,301.9750061035156,305.375,293.54998779296875,297.32501220703125,276.5572509765625,1131446
