Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,1914.800048828125,1918.800048828125,1797.550048828125,1838.8499755859375,1302.301025390625,910326
2012-01-03,1860.0,1884.6500244140625,1801.0,1828.449951171875,1294.9354248046875,628569
2012-01-04,1822.0999755859375,1827.9000244140625,1765.0999755859375,1786.449951171875,1265.190673828125,666616
2012-01-05,1786.449951171875,1843.0,1782.0999755859375,1828.25,1294.7939453125,626928
2012-01-06,1822.0999755859375,1822.0999755859375,1724.75,1735.0,1228.7529296875,1034818
2012-01-09,1727.9000244140625,1735.0,1704.0,1728.4000244140625,1224.078857421875,469866
2012-01-10,1734.0,1779.949951171875,1731.0,1775.4000244140625,1257.364990234375,649518
2012-01-11,1780.0,1828.0,1779.5,1809.300048828125,1281.3734130859375,686840
2012-01-12,1794.9000244140625,1823.0999755859375,1782.0,1812.3499755859375,1283.533203125,489929
2012-01-13,1817.0,1818.949951171875,1776.050048828125,1793.0,1269.8294677734375,419547
2012-01-16,1789.0,1807.300048828125,1770.0,1798.8499755859375,1273.972412109375,312900
2012-01-17,1805.0,1840.0,1805.0,1827.5999755859375,1294.333740234375,423277
2012-01-18,1837.0,1870.0,1836.9000244140625,1860.6500244140625,1317.740234375,378357
2012-01-19,1870.0,1931.75,1870.0,1905.0999755859375,1349.2200927734375,758649
2012-01-20,1891.0999755859375,1995.6500244140625,1871.75,1946.5999755859375,1378.6114501953125,1104305
2012-01-23,1949.0,1949.0,1861.699951171875,1875.1500244140625,1328.0091552734375,589238
2012-01-24,1872.0,1913.5,1828.800048828125,1888.0999755859375,1337.1805419921875,1001303
2012-01-25,1886.300048828125,1895.8499755859375,1835.3499755859375,1853.9000244140625,1312.9599609375,684331
2012-01-27,1865.050048828125,1875.0,1791.0999755859375,1818.449951171875,1287.853515625,1462110
2012-01-30,1808.0,1839.0,1800.0999755859375,1824.3499755859375,1292.031982421875,547227
2012-01-31,1845.0,1870.0,1811.9000244140625,1862.5,1319.0504150390625,869800
2012-02-01,1870.0,1945.0,1865.5999755859375,1932.1500244140625,1368.3775634765625,557111
2012-02-02,1950.25,2007.800048828125,1943.9000244140625,1970.8499755859375,1395.7855224609375,739646
2012-02-03,1982.0,1989.0,1940.050048828125,1952.9000244140625,1383.0731201171875,371878
2012-02-06,1961.0,1992.9000244140625,1952.0,1962.5,1389.87158203125,221871
2012-02-07,1965.0,2014.0,1940.699951171875,1949.8499755859375,1380.912841796875,363421
2012-02-08,1958.0,2009.449951171875,1953.050048828125,1998.199951171875,1415.155029296875,398783
2012-02-09,1983.0,2035.0,1970.699951171875,1993.8499755859375,1412.0745849609375,689667
2012-02-10,1985.0,2024.0,1953.4000244140625,1970.5,1395.537353515625,281152
2012-02-13,1975.0,2019.949951171875,1963.5,2012.75,1425.459716796875,437763
2012-02-14,2012.0999755859375,2090.0,2012.0999755859375,2081.800048828125,1474.36181640625,616998
2012-02-15,2090.64990234375,2100.199951171875,2068.0,2094.050048828125,1483.037353515625,349374
2012-02-16,2088.550048828125,2203.14990234375,2002.0,2190.050048828125,1551.0260009765625,480246
2012-02-17,2200.0,2209.949951171875,2093.35009765625,2109.35009765625,1493.873291015625,514786
2012-02-21,2121.5,2157.0,2121.5,2147.25,1520.7147216796875,276256
2012-02-22,2127.14990234375,2198.0,2127.14990234375,2140.300048828125,1515.7923583984375,273429
2012-02-23,2159.949951171875,2167.89990234375,2066.800048828125,2088.85009765625,1479.354736328125,582980
2012-02-24,2095.0,2109.0,2057.25,2072.89990234375,1468.058837890625,257059
2012-02-27,2087.0,2087.0,1915.0,1931.9000244140625,1368.2005615234375,635329
2012-02-28,1941.0,1986.9000244140625,1941.0,1966.199951171875,1392.492431640625,412572
2012-02-29,1984.0,2015.0,1930.0,1946.0999755859375,1378.2572021484375,462912
2012-03-01,1957.0,1982.4000244140625,1920.0,1937.550048828125,1372.2021484375,887044
2012-03-02,1969.9000244140625,1975.8499755859375,1926.300048828125,1941.449951171875,1374.9638671875,553634
2012-03-05,1948.0,1948.0,1873.0999755859375,1886.949951171875,1336.365966796875,656672
2012-03-06,1890.0,1932.300048828125,1810.050048828125,1871.699951171875,1325.565673828125,738094
2012-03-07,1890.0,1899.800048828125,1871.699951171875,1889.5999755859375,1338.242919921875,609323
2012-03-09,1923.0,1933.9000244140625,1890.0,1911.050048828125,1353.434326171875,507925
2012-03-12,1921.050048828125,1942.0,1904.699951171875,1932.550048828125,1368.660888671875,432510
2012-03-13,1940.0999755859375,1974.5,1940.0999755859375,1962.949951171875,1390.1905517578125,421131
2012-03-14,1982.0,1995.0,1950.0999755859375,1972.550048828125,1396.9891357421875,283383
2012-03-15,1978.0,1978.0,1919.0,1966.4000244140625,1392.6337890625,302877
2012-03-16,1982.0,1982.0,1925.0999755859375,1957.0,1385.9765625,358530
2012-03-19,1959.300048828125,1964.800048828125,1920.1500244140625,1941.449951171875,1374.9638671875,222531
2012-03-20,1949.949951171875,1958.0,1890.5,1931.9000244140625,1368.2005615234375,337667
2012-03-21,1944.699951171875,1944.699951171875,1910.0,1926.4000244140625,1364.30517578125,230468
2012-03-22,1925.0,1961.0,1925.0,1945.25,1377.6553955078125,387490
2012-03-23,1940.1500244140625,2058.800048828125,1922.0,2017.449951171875,1428.7879638671875,693429
2012-03-26,2023.8499755859375,2023.8499755859375,1958.0,2000.75,1416.9609375,369262
2012-03-27,2010.0,2039.800048828125,1988.5999755859375,2010.0,1423.5120849609375,379483
2012-03-28,2005.9000244140625,2010.800048828125,1969.75,1987.4000244140625,1407.5064697265625,466478
2012-03-29,1981.0,2049.800048828125,1971.6500244140625,2035.949951171875,1441.8902587890625,793922
2012-03-30,2045.0,2065.0,2035.300048828125,2055.25,1455.5589599609375,572601
2012-04-02,2070.0,2072.0,2033.4000244140625,2058.14990234375,1457.6126708984375,176537
2012-04-03,2065.449951171875,2067.0,2005.0,2008.5999755859375,1422.5205078125,334775
2012-04-04,2009.9000244140625,2042.449951171875,1990.050048828125,2011.949951171875,1424.89306640625,302795
2012-04-09,2000.0,2008.050048828125,1962.050048828125,1974.5,1398.370361328125,274615
2012-04-10,1988.4000244140625,1988.4000244140625,1944.449951171875,1978.0,1400.84912109375,176648
2012-04-11,1970.0,1983.550048828125,1953.0,1972.6500244140625,1397.0601806640625,193859
2012-04-12,1992.0,2035.0,1976.449951171875,2027.9000244140625,1436.1888427734375,417422
2012-04-13,2035.0,2098.89990234375,2035.0,2056.550048828125,1456.4794921875,457128
2012-04-16,2064.0,2084.0,2039.800048828125,2068.699951171875,1465.083984375,282044
2012-04-17,2065.0,2135.0,2055.5,2124.89990234375,1504.885986328125,345122
2012-04-18,2135.0,2161.949951171875,2128.14990234375,2142.14990234375,1517.1026611328125,171749
